CODE POSTAL,Département,Région
76590,SEINE-MARITIME,HAUTE-NORMANDIE
62270,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
16240,CHARENTE,POITOU-CHARENTES
59156,NORD,NORD-PAS-DE-CALAIS
7110,ARDECHE,RHONE-ALPES
54800,MEURTHE-ET-MOSELLE,LORRAINE
64290,PYRENEES-ATLANTIQUES,AQUITAINE
8430,ARDENNES,CHAMPAGNE-ARDENNE
40180,LANDES,AQUITAINE
30570,GARD,LANGUEDOC-ROUSSILLON
6670,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
49440,MAINE-ET-LOIRE,PAYS DE LA LOIRE
74150,HAUTE-SAVOIE,RHONE-ALPES
42160,LOIRE,RHONE-ALPES
61150,ORNE,BASSE-NORMANDIE
61450,ORNE,BASSE-NORMANDIE
51270,MARNE,CHAMPAGNE-ARDENNE
66150,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
20115,CORSE-DU-SUD,CORSE
62150,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
71120,SAONE-ET-LOIRE,BOURGOGNE
67120,BAS-RHIN,ALSACE
65150,HAUTES-PYRENEES,MIDI-PYRENEES
35560,ILLE-ET-VILAINE,BRETAGNE
70800,HAUTE-SAONE,FRANCHE-COMTE
76270,SEINE-MARITIME,HAUTE-NORMANDIE
17160,CHARENTE-MARITIME,POITOU-CHARENTES
21360,COTE-D'OR,BOURGOGNE
18100,CHER,CENTRE
23190,CREUSE,LIMOUSIN
30350,GARD,LANGUEDOC-ROUSSILLON
28800,EURE-ET-LOIR,CENTRE
26200,DROME,RHONE-ALPES
25190,DOUBS,FRANCHE-COMTE
17620,CHARENTE-MARITIME,POITOU-CHARENTES
67410,BAS-RHIN,ALSACE
49400,MAINE-ET-LOIRE,PAYS DE LA LOIRE
28240,EURE-ET-LOIR,CENTRE
72260,SARTHE,PAYS DE LA LOIRE
92800,HAUTS-DE-SEINE,ILE-DE-FRANCE
6260,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
63440,PUY-DE-DOME,AUVERGNE
81210,TARN,MIDI-PYRENEES
9310,ARIEGE,MIDI-PYRENEES
76730,SEINE-MARITIME,HAUTE-NORMANDIE
27370,EURE,HAUTE-NORMANDIE
25560,DOUBS,FRANCHE-COMTE
9160,ARIEGE,MIDI-PYRENEES
32600,GERS,MIDI-PYRENEES
45230,LOIRET,CENTRE
25640,DOUBS,FRANCHE-COMTE
27800,EURE,HAUTE-NORMANDIE
24360,DORDOGNE,AQUITAINE
37190,INDRE-ET-LOIRE,CENTRE
22450,COTES-D'ARMOR,BRETAGNE
4410,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
12800,AVEYRON,MIDI-PYRENEES
91700,ESSONNE,ILE-DE-FRANCE
61250,ORNE,BASSE-NORMANDIE
2400,AISNE,PICARDIE
43620,HAUTE-LOIRE,AUVERGNE
9500,ARIEGE,MIDI-PYRENEES
52700,HAUTE-MARNE,CHAMPAGNE-ARDENNE
22420,COTES-D'ARMOR,BRETAGNE
20234,HAUTE-CORSE,CORSE
27230,EURE,HAUTE-NORMANDIE
39250,JURA,FRANCHE-COMTE
21120,COTE-D'OR,BOURGOGNE
23110,CREUSE,LIMOUSIN
80150,SOMME,PICARDIE
33890,GIRONDE,AQUITAINE
14260,CALVADOS,BASSE-NORMANDIE
14100,CALVADOS,BASSE-NORMANDIE
34270,HERAULT,LANGUEDOC-ROUSSILLON
63230,PUY-DE-DOME,AUVERGNE
71150,SAONE-ET-LOIRE,BOURGOGNE
74290,HAUTE-SAVOIE,RHONE-ALPES
1500,AIN,RHONE-ALPES
46240,LOT,MIDI-PYRENEES
61190,ORNE,BASSE-NORMANDIE
6620,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
88490,VOSGES,LORRAINE
52370,HAUTE-MARNE,CHAMPAGNE-ARDENNE
72610,SARTHE,PAYS DE LA LOIRE
53480,MAYENNE,PAYS DE LA LOIRE
74800,HAUTE-SAVOIE,RHONE-ALPES
89700,YONNE,BOURGOGNE
33310,GIRONDE,AQUITAINE
72600,SARTHE,PAYS DE LA LOIRE
8430,ARDENNES,CHAMPAGNE-ARDENNE
50240,MANCHE,BASSE-NORMANDIE
5600,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
89520,YONNE,BOURGOGNE
88390,VOSGES,LORRAINE
64120,PYRENEES-ATLANTIQUES,AQUITAINE
60000,OISE,PICARDIE
9000,ARIEGE,MIDI-PYRENEES
88130,VOSGES,LORRAINE
72130,SARTHE,PAYS DE LA LOIRE
27750,EURE,HAUTE-NORMANDIE
55500,MEUSE,LORRAINE
80310,SOMME,PICARDIE
89440,YONNE,BOURGOGNE
33220,GIRONDE,AQUITAINE
71680,SAONE-ET-LOIRE,BOURGOGNE
97351,GUYANE,GUYANE
70160,HAUTE-SAONE,FRANCHE-COMTE
39140,JURA,FRANCHE-COMTE
46150,LOT,MIDI-PYRENEES
61330,ORNE,BASSE-NORMANDIE
2800,AISNE,PICARDIE
58300,NIEVRE,BOURGOGNE
64350,PYRENEES-ATLANTIQUES,AQUITAINE
59132,NORD,NORD-PAS-DE-CALAIS
9230,ARIEGE,MIDI-PYRENEES
62180,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
57260,MOSELLE,LORRAINE
25110,DOUBS,FRANCHE-COMTE
59151,NORD,NORD-PAS-DE-CALAIS
15150,CANTAL,AUVERGNE
89420,YONNE,BOURGOGNE
50300,MANCHE,BASSE-NORMANDIE
67350,BAS-RHIN,ALSACE
77330,SEINE-ET-MARNE,ILE-DE-FRANCE
55220,MEUSE,LORRAINE
44460,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
35120,ILLE-ET-VILAINE,BRETAGNE
80310,SOMME,PICARDIE
80800,SOMME,PICARDIE
62130,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
80600,SOMME,PICARDIE
46320,LOT,MIDI-PYRENEES
85280,VENDEE,PAYS DE LA LOIRE
85340,VENDEE,PAYS DE LA LOIRE
95720,VAL-D'OISE,ILE-DE-FRANCE
79420,DEUX-SEVRES,POITOU-CHARENTES
51290,MARNE,CHAMPAGNE-ARDENNE
7340,ARDECHE,RHONE-ALPES
57310,MOSELLE,LORRAINE
86220,VIENNE,POITOU-CHARENTES
67420,BAS-RHIN,ALSACE
95190,VAL-D'OISE,ILE-DE-FRANCE
14140,CALVADOS,BASSE-NORMANDIE
31110,HAUTE-GARONNE,MIDI-PYRENEES
33450,GIRONDE,AQUITAINE
11220,AUDE,LANGUEDOC-ROUSSILLON
65100,HAUTES-PYRENEES,MIDI-PYRENEES
34520,HERAULT,LANGUEDOC-ROUSSILLON
27700,EURE,HAUTE-NORMANDIE
74500,HAUTE-SAVOIE,RHONE-ALPES
60700,OISE,PICARDIE
59226,NORD,NORD-PAS-DE-CALAIS
9100,ARIEGE,MIDI-PYRENEES
32290,GERS,MIDI-PYRENEES
4150,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
34430,HERAULT,LANGUEDOC-ROUSSILLON
84400,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
1190,AIN,RHONE-ALPES
60128,OISE,PICARDIE
3420,ALLIER,AUVERGNE
56140,MORBIHAN,BRETAGNE
51700,MARNE,CHAMPAGNE-ARDENNE
32810,GERS,MIDI-PYRENEES
28310,EURE-ET-LOIR,CENTRE
47200,LOT-ET-GARONNE,AQUITAINE
27120,EURE,HAUTE-NORMANDIE
68780,HAUT-RHIN,ALSACE
34760,HERAULT,LANGUEDOC-ROUSSILLON
2360,AISNE,PICARDIE
54540,MEURTHE-ET-MOSELLE,LORRAINE
33125,GIRONDE,AQUITAINE
88500,VOSGES,LORRAINE
34130,HERAULT,LANGUEDOC-ROUSSILLON
47190,LOT-ET-GARONNE,AQUITAINE
71390,SAONE-ET-LOIRE,BOURGOGNE
76116,SEINE-MARITIME,HAUTE-NORMANDIE
88390,VOSGES,LORRAINE
11400,AUDE,LANGUEDOC-ROUSSILLON
80290,SOMME,PICARDIE
56150,MORBIHAN,BRETAGNE
76640,SEINE-MARITIME,HAUTE-NORMANDIE
31110,HAUTE-GARONNE,MIDI-PYRENEES
74270,HAUTE-SAVOIE,RHONE-ALPES
71360,SAONE-ET-LOIRE,BOURGOGNE
61100,ORNE,BASSE-NORMANDIE
42610,LOIRE,RHONE-ALPES
60130,OISE,PICARDIE
23190,CREUSE,LIMOUSIN
30140,GARD,LANGUEDOC-ROUSSILLON
72200,SARTHE,PAYS DE LA LOIRE
17230,CHARENTE-MARITIME,POITOU-CHARENTES
79120,DEUX-SEVRES,POITOU-CHARENTES
8130,ARDENNES,CHAMPAGNE-ARDENNE
2590,AISNE,PICARDIE
66430,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
91700,ESSONNE,ILE-DE-FRANCE
39240,JURA,FRANCHE-COMTE
65320,HAUTES-PYRENEES,MIDI-PYRENEES
29710,FINISTERE,BRETAGNE
12250,AVEYRON,MIDI-PYRENEES
61380,ORNE,BASSE-NORMANDIE
11340,AUDE,LANGUEDOC-ROUSSILLON
22980,COTES-D'ARMOR,BRETAGNE
9160,ARIEGE,MIDI-PYRENEES
62370,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
81320,TARN,MIDI-PYRENEES
64220,PYRENEES-ATLANTIQUES,AQUITAINE
70200,HAUTE-SAONE,FRANCHE-COMTE
88170,VOSGES,LORRAINE
85120,VENDEE,PAYS DE LA LOIRE
26620,DROME,RHONE-ALPES
21200,COTE-D'OR,BOURGOGNE
27940,EURE,HAUTE-NORMANDIE
15300,CANTAL,AUVERGNE
14770,CALVADOS,BASSE-NORMANDIE
88270,VOSGES,LORRAINE
70360,HAUTE-SAONE,FRANCHE-COMTE
27180,EURE,HAUTE-NORMANDIE
61500,ORNE,BASSE-NORMANDIE
36600,INDRE,CENTRE
76390,SEINE-MARITIME,HAUTE-NORMANDIE
27230,EURE,HAUTE-NORMANDIE
22410,COTES-D'ARMOR,BRETAGNE
39290,JURA,FRANCHE-COMTE
48800,LOZERE,LANGUEDOC-ROUSSILLON
67150,BAS-RHIN,ALSACE
42360,LOIRE,RHONE-ALPES
38580,ISERE,RHONE-ALPES
24270,DORDOGNE,AQUITAINE
18570,CHER,CENTRE
26120,DROME,RHONE-ALPES
39320,JURA,FRANCHE-COMTE
4500,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
94470,VAL-DE-MARNE,ILE-DE-FRANCE
17570,CHARENTE-MARITIME,POITOU-CHARENTES
16320,CHARENTE,POITOU-CHARENTES
38630,ISERE,RHONE-ALPES
29300,FINISTERE,BRETAGNE
95430,VAL-D'OISE,ILE-DE-FRANCE
80320,SOMME,PICARDIE
79100,DEUX-SEVRES,POITOU-CHARENTES
57220,MOSELLE,LORRAINE
27390,EURE,HAUTE-NORMANDIE
33250,GIRONDE,AQUITAINE
67260,BAS-RHIN,ALSACE
63118,PUY-DE-DOME,AUVERGNE
52200,HAUTE-MARNE,CHAMPAGNE-ARDENNE
68600,HAUT-RHIN,ALSACE
16300,CHARENTE,POITOU-CHARENTES
21910,COTE-D'OR,BOURGOGNE
35133,ILLE-ET-VILAINE,BRETAGNE
81400,TARN,MIDI-PYRENEES
72430,SARTHE,PAYS DE LA LOIRE
35190,ILLE-ET-VILAINE,BRETAGNE
26120,DROME,RHONE-ALPES
27150,EURE,HAUTE-NORMANDIE
39270,JURA,FRANCHE-COMTE
65500,HAUTES-PYRENEES,MIDI-PYRENEES
37390,INDRE-ET-LOIRE,CENTRE
50370,MANCHE,BASSE-NORMANDIE
50430,MANCHE,BASSE-NORMANDIE
4230,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
76430,SEINE-MARITIME,HAUTE-NORMANDIE
42380,LOIRE,RHONE-ALPES
35650,ILLE-ET-VILAINE,BRETAGNE
39700,JURA,FRANCHE-COMTE
36230,INDRE,CENTRE
27120,EURE,HAUTE-NORMANDIE
29400,FINISTERE,BRETAGNE
21150,COTE-D'OR,BOURGOGNE
65600,HAUTES-PYRENEES,MIDI-PYRENEES
49110,MAINE-ET-LOIRE,PAYS DE LA LOIRE
9110,ARIEGE,MIDI-PYRENEES
71450,SAONE-ET-LOIRE,BOURGOGNE
27420,EURE,HAUTE-NORMANDIE
79190,DEUX-SEVRES,POITOU-CHARENTES
40500,LANDES,AQUITAINE
61100,ORNE,BASSE-NORMANDIE
27800,EURE,HAUTE-NORMANDIE
31160,HAUTE-GARONNE,MIDI-PYRENEES
67320,BAS-RHIN,ALSACE
4300,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
17130,CHARENTE-MARITIME,POITOU-CHARENTES
27370,EURE,HAUTE-NORMANDIE
49700,MAINE-ET-LOIRE,PAYS DE LA LOIRE
21120,COTE-D'OR,BOURGOGNE
77760,SEINE-ET-MARNE,ILE-DE-FRANCE
76540,SEINE-MARITIME,HAUTE-NORMANDIE
19170,CORREZE,LIMOUSIN
82210,TARN-ET-GARONNE,MIDI-PYRENEES
88490,VOSGES,LORRAINE
85420,VENDEE,PAYS DE LA LOIRE
82700,TARN-ET-GARONNE,MIDI-PYRENEES
17170,CHARENTE-MARITIME,POITOU-CHARENTES
15800,CANTAL,AUVERGNE
40390,LANDES,AQUITAINE
31430,HAUTE-GARONNE,MIDI-PYRENEES
9800,ARIEGE,MIDI-PYRENEES
82230,TARN-ET-GARONNE,MIDI-PYRENEES
17510,CHARENTE-MARITIME,POITOU-CHARENTES
89500,YONNE,BOURGOGNE
80200,SOMME,PICARDIE
39190,JURA,FRANCHE-COMTE
81570,TARN,MIDI-PYRENEES
10400,AUBE,CHAMPAGNE-ARDENNE
34360,HERAULT,LANGUEDOC-ROUSSILLON
54210,MEURTHE-ET-MOSELLE,LORRAINE
8700,ARDENNES,CHAMPAGNE-ARDENNE
67570,BAS-RHIN,ALSACE
70180,HAUTE-SAONE,FRANCHE-COMTE
81440,TARN,MIDI-PYRENEES
17350,CHARENTE-MARITIME,POITOU-CHARENTES
27230,EURE,HAUTE-NORMANDIE
70180,HAUTE-SAONE,FRANCHE-COMTE
14670,CALVADOS,BASSE-NORMANDIE
3220,ALLIER,AUVERGNE
54370,MEURTHE-ET-MOSELLE,LORRAINE
35320,ILLE-ET-VILAINE,BRETAGNE
2160,AISNE,PICARDIE
57590,MOSELLE,LORRAINE
54570,MEURTHE-ET-MOSELLE,LORRAINE
28000,EURE-ET-LOIR,CENTRE
55120,MEUSE,LORRAINE
69210,RHONE,RHONE-ALPES
14770,CALVADOS,BASSE-NORMANDIE
34480,HERAULT,LANGUEDOC-ROUSSILLON
27630,EURE,HAUTE-NORMANDIE
77940,SEINE-ET-MARNE,ILE-DE-FRANCE
63320,PUY-DE-DOME,AUVERGNE
33190,GIRONDE,AQUITAINE
71380,SAONE-ET-LOIRE,BOURGOGNE
83440,VAR,PROVENCE-ALPES-COTE D'AZUR
53200,MAYENNE,PAYS DE LA LOIRE
27930,EURE,HAUTE-NORMANDIE
42110,LOIRE,RHONE-ALPES
53350,MAYENNE,PAYS DE LA LOIRE
61350,ORNE,BASSE-NORMANDIE
55700,MEUSE,LORRAINE
70210,HAUTE-SAONE,FRANCHE-COMTE
85210,VENDEE,PAYS DE LA LOIRE
2650,AISNE,PICARDIE
78150,YVELINES,ILE-DE-FRANCE
65100,HAUTES-PYRENEES,MIDI-PYRENEES
60480,OISE,PICARDIE
12390,AVEYRON,MIDI-PYRENEES
65220,HAUTES-PYRENEES,MIDI-PYRENEES
64190,PYRENEES-ATLANTIQUES,AQUITAINE
37380,INDRE-ET-LOIRE,CENTRE
10320,AUBE,CHAMPAGNE-ARDENNE
57920,MOSELLE,LORRAINE
80132,SOMME,PICARDIE
16120,CHARENTE,POITOU-CHARENTES
49270,MAINE-ET-LOIRE,PAYS DE LA LOIRE
80300,SOMME,PICARDIE
42540,LOIRE,RHONE-ALPES
32300,GERS,MIDI-PYRENEES
80740,SOMME,PICARDIE
91470,ESSONNE,ILE-DE-FRANCE
72170,SARTHE,PAYS DE LA LOIRE
25190,DOUBS,FRANCHE-COMTE
76220,SEINE-MARITIME,HAUTE-NORMANDIE
29400,FINISTERE,BRETAGNE
60140,OISE,PICARDIE
60660,OISE,PICARDIE
43340,HAUTE-LOIRE,AUVERGNE
62270,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
69610,RHONE,RHONE-ALPES
72210,SARTHE,PAYS DE LA LOIRE
39140,JURA,FRANCHE-COMTE
21510,COTE-D'OR,BOURGOGNE
1110,AIN,RHONE-ALPES
80330,SOMME,PICARDIE
19500,CORREZE,LIMOUSIN
35150,ILLE-ET-VILAINE,BRETAGNE
74200,HAUTE-SAVOIE,RHONE-ALPES
25110,DOUBS,FRANCHE-COMTE
64990,PYRENEES-ATLANTIQUES,AQUITAINE
39300,JURA,FRANCHE-COMTE
23380,CREUSE,LIMOUSIN
60220,OISE,PICARDIE
18410,CHER,CENTRE
27130,EURE,HAUTE-NORMANDIE
7340,ARDECHE,RHONE-ALPES
54120,MEURTHE-ET-MOSELLE,LORRAINE
45140,LOIRET,CENTRE
24800,DORDOGNE,AQUITAINE
21410,COTE-D'OR,BOURGOGNE
89660,YONNE,BOURGOGNE
23160,CREUSE,LIMOUSIN
8600,ARDENNES,CHAMPAGNE-ARDENNE
64420,PYRENEES-ATLANTIQUES,AQUITAINE
79270,DEUX-SEVRES,POITOU-CHARENTES
19190,CORREZE,LIMOUSIN
1590,JURA,FRANCHE-COMTE
31540,HAUTE-GARONNE,MIDI-PYRENEES
18300,CHER,CENTRE
59217,NORD,NORD-PAS-DE-CALAIS
9300,ARIEGE,MIDI-PYRENEES
51120,MARNE,CHAMPAGNE-ARDENNE
88630,VOSGES,LORRAINE
80140,SOMME,PICARDIE
59283,NORD,NORD-PAS-DE-CALAIS
10700,AUBE,CHAMPAGNE-ARDENNE
2800,AISNE,PICARDIE
32100,GERS,MIDI-PYRENEES
22250,COTES-D'ARMOR,BRETAGNE
36170,INDRE,CENTRE
11410,AUDE,LANGUEDOC-ROUSSILLON
21500,COTE-D'OR,BOURGOGNE
46100,LOT,MIDI-PYRENEES
44390,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
36230,INDRE,CENTRE
61390,ORNE,BASSE-NORMANDIE
53220,MAYENNE,PAYS DE LA LOIRE
36240,INDRE,CENTRE
31210,HAUTE-GARONNE,MIDI-PYRENEES
3140,ALLIER,AUVERGNE
87200,HAUTE-VIENNE,LIMOUSIN
14140,CALVADOS,BASSE-NORMANDIE
11380,AUDE,LANGUEDOC-ROUSSILLON
54450,MEURTHE-ET-MOSELLE,LORRAINE
65110,HAUTES-PYRENEES,MIDI-PYRENEES
33240,GIRONDE,AQUITAINE
52250,HAUTE-MARNE,CHAMPAGNE-ARDENNE
38440,ISERE,RHONE-ALPES
73120,SAVOIE,RHONE-ALPES
19320,CORREZE,LIMOUSIN
53220,MAYENNE,PAYS DE LA LOIRE
15500,CANTAL,AUVERGNE
60360,OISE,PICARDIE
62116,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
23100,CREUSE,LIMOUSIN
33220,GIRONDE,AQUITAINE
27400,EURE,HAUTE-NORMANDIE
50490,MANCHE,BASSE-NORMANDIE
67320,BAS-RHIN,ALSACE
58210,NIEVRE,BOURGOGNE
57370,MOSELLE,LORRAINE
74360,HAUTE-SAVOIE,RHONE-ALPES
53800,MAYENNE,PAYS DE LA LOIRE
59268,NORD,NORD-PAS-DE-CALAIS
42800,LOIRE,RHONE-ALPES
59235,NORD,NORD-PAS-DE-CALAIS
21360,COTE-D'OR,BOURGOGNE
71500,SAONE-ET-LOIRE,BOURGOGNE
82220,TARN-ET-GARONNE,MIDI-PYRENEES
39240,JURA,FRANCHE-COMTE
14290,CALVADOS,BASSE-NORMANDIE
74930,HAUTE-SAVOIE,RHONE-ALPES
24400,DORDOGNE,AQUITAINE
71170,SAONE-ET-LOIRE,BOURGOGNE
67350,BAS-RHIN,ALSACE
87160,HAUTE-VIENNE,LIMOUSIN
52190,HAUTE-MARNE,CHAMPAGNE-ARDENNE
14210,CALVADOS,BASSE-NORMANDIE
50480,MANCHE,BASSE-NORMANDIE
67770,BAS-RHIN,ALSACE
27120,EURE,HAUTE-NORMANDIE
77400,SEINE-ET-MARNE,ILE-DE-FRANCE
2200,AISNE,PICARDIE
95690,VAL-D'OISE,ILE-DE-FRANCE
60460,OISE,PICARDIE
64390,PYRENEES-ATLANTIQUES,AQUITAINE
63114,PUY-DE-DOME,AUVERGNE
17130,CHARENTE-MARITIME,POITOU-CHARENTES
39160,JURA,FRANCHE-COMTE
74270,HAUTE-SAVOIE,RHONE-ALPES
68480,HAUT-RHIN,ALSACE
25360,DOUBS,FRANCHE-COMTE
70110,HAUTE-SAONE,FRANCHE-COMTE
1560,AIN,RHONE-ALPES
77750,SEINE-ET-MARNE,ILE-DE-FRANCE
39210,JURA,FRANCHE-COMTE
78490,YVELINES,ILE-DE-FRANCE
25190,DOUBS,FRANCHE-COMTE
77176,SEINE-ET-MARNE,ILE-DE-FRANCE
10140,AUBE,CHAMPAGNE-ARDENNE
24330,DORDOGNE,AQUITAINE
89400,YONNE,BOURGOGNE
25870,DOUBS,FRANCHE-COMTE
61270,ORNE,BASSE-NORMANDIE
19300,CORREZE,LIMOUSIN
89700,YONNE,BOURGOGNE
94130,VAL-DE-MARNE,ILE-DE-FRANCE
40090,LANDES,AQUITAINE
18160,CHER,CENTRE
8160,ARDENNES,CHAMPAGNE-ARDENNE
46090,LOT,MIDI-PYRENEES
32290,GERS,MIDI-PYRENEES
43270,HAUTE-LOIRE,AUVERGNE
81640,TARN,MIDI-PYRENEES
22230,COTES-D'ARMOR,BRETAGNE
86420,VIENNE,POITOU-CHARENTES
53240,MAYENNE,PAYS DE LA LOIRE
37600,INDRE-ET-LOIRE,CENTRE
56120,MORBIHAN,BRETAGNE
11360,AUDE,LANGUEDOC-ROUSSILLON
40430,LANDES,AQUITAINE
64350,PYRENEES-ATLANTIQUES,AQUITAINE
47360,LOT-ET-GARONNE,AQUITAINE
76400,SEINE-MARITIME,HAUTE-NORMANDIE
72190,SARTHE,PAYS DE LA LOIRE
19140,CORREZE,LIMOUSIN
26110,DROME,RHONE-ALPES
21250,COTE-D'OR,BOURGOGNE
27480,EURE,HAUTE-NORMANDIE
76740,SEINE-MARITIME,HAUTE-NORMANDIE
49123,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
52320,HAUTE-MARNE,CHAMPAGNE-ARDENNE
55800,MEUSE,LORRAINE
2100,AISNE,PICARDIE
82500,TARN-ET-GARONNE,MIDI-PYRENEES
84210,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
4250,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
88170,VOSGES,LORRAINE
11190,AUDE,LANGUEDOC-ROUSSILLON
82500,TARN-ET-GARONNE,MIDI-PYRENEES
21170,COTE-D'OR,BOURGOGNE
80170,SOMME,PICARDIE
25330,DOUBS,FRANCHE-COMTE
70000,HAUTE-SAONE,FRANCHE-COMTE
3110,ALLIER,AUVERGNE
16300,CHARENTE,POITOU-CHARENTES
49250,MAINE-ET-LOIRE,PAYS DE LA LOIRE
50190,MANCHE,BASSE-NORMANDIE
43500,HAUTE-LOIRE,AUVERGNE
65300,HAUTES-PYRENEES,MIDI-PYRENEES
76410,SEINE-MARITIME,HAUTE-NORMANDIE
58260,NIEVRE,BOURGOGNE
51140,MARNE,CHAMPAGNE-ARDENNE
65200,HAUTES-PYRENEES,MIDI-PYRENEES
54160,MEURTHE-ET-MOSELLE,LORRAINE
32160,GERS,MIDI-PYRENEES
49660,MAINE-ET-LOIRE,PAYS DE LA LOIRE
86150,VIENNE,POITOU-CHARENTES
74540,HAUTE-SAVOIE,RHONE-ALPES
18170,CHER,CENTRE
80290,SOMME,PICARDIE
78580,YVELINES,ILE-DE-FRANCE
27370,EURE,HAUTE-NORMANDIE
73410,SAVOIE,RHONE-ALPES
59214,NORD,NORD-PAS-DE-CALAIS
18310,CHER,CENTRE
11250,AUDE,LANGUEDOC-ROUSSILLON
77700,SEINE-ET-MARNE,ILE-DE-FRANCE
62124,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
4110,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
22200,COTES-D'ARMOR,BRETAGNE
51170,MARNE,CHAMPAGNE-ARDENNE
59530,NORD,NORD-PAS-DE-CALAIS
36400,INDRE,CENTRE
2820,AISNE,PICARDIE
12330,AVEYRON,MIDI-PYRENEES
49370,MAINE-ET-LOIRE,PAYS DE LA LOIRE
39300,JURA,FRANCHE-COMTE
15300,CANTAL,AUVERGNE
31600,HAUTE-GARONNE,MIDI-PYRENEES
84740,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
31260,HAUTE-GARONNE,MIDI-PYRENEES
51120,MARNE,CHAMPAGNE-ARDENNE
76270,SEINE-MARITIME,HAUTE-NORMANDIE
16120,CHARENTE,POITOU-CHARENTES
74230,HAUTE-SAVOIE,RHONE-ALPES
8400,ARDENNES,CHAMPAGNE-ARDENNE
97441,REUNION,REUNION
60129,OISE,PICARDIE
45200,LOIRET,CENTRE
82140,TARN-ET-GARONNE,MIDI-PYRENEES
89210,YONNE,BOURGOGNE
62650,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
3360,ALLIER,AUVERGNE
83440,VAR,PROVENCE-ALPES-COTE D'AZUR
33230,GIRONDE,AQUITAINE
52310,HAUTE-MARNE,CHAMPAGNE-ARDENNE
54380,MEURTHE-ET-MOSELLE,LORRAINE
27870,EURE,HAUTE-NORMANDIE
39600,JURA,FRANCHE-COMTE
53940,MAYENNE,PAYS DE LA LOIRE
22510,COTES-D'ARMOR,BRETAGNE
45270,LOIRET,CENTRE
77580,SEINE-ET-MARNE,ILE-DE-FRANCE
55000,MEUSE,LORRAINE
2300,AISNE,PICARDIE
18300,CHER,CENTRE
42460,LOIRE,RHONE-ALPES
45420,LOIRET,CENTRE
63110,PUY-DE-DOME,AUVERGNE
78520,YVELINES,ILE-DE-FRANCE
80200,SOMME,PICARDIE
53170,MAYENNE,PAYS DE LA LOIRE
27370,EURE,HAUTE-NORMANDIE
44410,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
8210,ARDENNES,CHAMPAGNE-ARDENNE
43450,HAUTE-LOIRE,AUVERGNE
2390,AISNE,PICARDIE
64220,PYRENEES-ATLANTIQUES,AQUITAINE
25440,DOUBS,FRANCHE-COMTE
64430,PYRENEES-ATLANTIQUES,AQUITAINE
49124,MAINE-ET-LOIRE,PAYS DE LA LOIRE
34360,HERAULT,LANGUEDOC-ROUSSILLON
2290,AISNE,PICARDIE
76116,SEINE-MARITIME,HAUTE-NORMANDIE
72330,SARTHE,PAYS DE LA LOIRE
69540,RHONE,RHONE-ALPES
57590,MOSELLE,LORRAINE
63330,PUY-DE-DOME,AUVERGNE
72260,SARTHE,PAYS DE LA LOIRE
68280,HAUT-RHIN,ALSACE
46350,LOT,MIDI-PYRENEES
31350,HAUTE-GARONNE,MIDI-PYRENEES
50320,MANCHE,BASSE-NORMANDIE
35500,ILLE-ET-VILAINE,BRETAGNE
54170,MEURTHE-ET-MOSELLE,LORRAINE
39320,JURA,FRANCHE-COMTE
47410,LOT-ET-GARONNE,AQUITAINE
39130,JURA,FRANCHE-COMTE
44350,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
89290,YONNE,BOURGOGNE
25250,DOUBS,FRANCHE-COMTE
69870,RHONE,RHONE-ALPES
34190,HERAULT,LANGUEDOC-ROUSSILLON
